FileName,Label,FileContent
AntSoundPlayer.java,optional,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'sound', 'antsoundplayer', 'implements', 'linelistener', 'buildlisten', 'antsoundplay', 'file', 'filesuccess', 'int', 'loopssuccess', 'long', 'durationsuccess', 'file', 'filefail', 'int', 'loopsfail', 'long', 'durationfail']"
AntStructure.java,taskdesf,"['package', 'org', 'apache', 'tools', 'ant', 'taskdef', 'antstructure', 'extends', 'task', 'dtdprinter', 'implements', 'structureprint', 'dtdprinter', 'buildexcept', 'printwrit', 'outputstreamwrit', 'fileoutputstream', 'printwrit', 'filewrit', 'buildexcept', 'hashtabl', 'stringbuff', 'vector', 'stringbuff', 'file', 'structureprint', 'static', 'final', 'str', 'static', 'final', 'str', 'static', 'final', 'str', 'hashtabl']"
AntTypeDefinition.java,ant,"['package', 'org', 'apache', 'tools', 'anttypedefinit', 'classload', 'object', 'object', 'buildexcept', 'buildexcept', 'buildexcept', 'buildexcept', 'buildexcept', 'buildexcept', 'buildexcept', 'buildexcept', 'string', 'class', 'class', 'class', 'string', 'classload']"
AntVersion.java,condition,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'condit', 'antversion', 'implements', 'condit', 'deweydecim', 'deweydecim', 'buildexcept', 'buildexcept', 'deweydecim', 'deweydecim', 'buildexcept', 'project', 'stringbuff', 'deweydecim', 'string', 'atleast', 'string', 'exactly']"
Antlib.java,taskdesf,"['package', 'org', 'apache', 'tools', 'ant', 'taskdef', 'antlib', 'extends', 'task', 'implements', 'taskcontain', 'buildexcept', 'projecthelper2', 'buildexcept', 'antlib', 'arraylist', 'buildexcept', 'classload', 'string', 'list']"
AntlibDefinition.java,taskdesf,"['package', 'org', 'apache', 'tools', 'ant', 'taskdef', 'antlibdefinition', 'extends', 'task', 'classload', 'buildexcept', 'classload']"
ApacheCatalog.java,types,"['package', 'org', 'apache', 'tools', 'ant', 'types', 'resolv', 'apachecatalog', 'extends', 'catalog', 'apachecatalogresolver', 'resolver']"
ApacheCatalogResolver.java,types,"['package', 'org', 'apache', 'tools', 'ant', 'types', 'resolv', 'apachecatalogresolver', 'extends', 'catalogresolv', 'buildexcept', 'buildexcept', 'buildexcept', 'resourceloc', 'resourceloc', 'xmlcatalog', 'xmlcatalog']"
Apt.java,taskdesf,"['package', 'org', 'apache', 'tools', 'ant', 'taskdef', 'option', 'option', 'apt', 'path', 'path', 'option', 'vector', 'file', 'vector', 'path', 'option', 'boolean', 'compile', 'path', 'vector', 'file']"
AptCompilerAdapter.java,compilers,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'compil', 'main', 'aptcompileradapter', 'extends', 'defaultcompileradapt', 'main', 'stringbuff', 'buildexcept', 'static', 'final', 'int', 'apt_compiler_success']"
AptExternalCompilerAdapter.java,compilers,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'compil', 'aptexternalcompileradapter', 'extends', 'defaultcompileradapt', 'commandlin']"
ArchiveFileSet.java,types,"['package', 'org', 'apache', 'tools', 'ant', 'typ', 'archivefileset', 'extends', 'fileset', 'archivefileset', 'file', 'file', 'directoryscann', 'iter', 'object', 'buildexcept', 'buildexcept', 'fileresourc', 'buildexcept', 'buildexcept', 'buildexcept', 'buildexcept', 'buildexcept', 'static', 'final', 'int', 'base_octal', 'resource', 'src', 'boolean', 'hasdir', 'int', 'filemode', 'int', 'dirmode', 'boolean', 'filemodehasbeenset', 'boolean', 'dirmodehasbeenset']"
ArchiveResource.java,types,"['package', 'org', 'apache', 'tools', 'ant', 'types', 'resourc', 'archiveresource', 'extends', 'resourc', 'archiveresourc', 'archiveresourc', 'archiveresourc', 'archiveresourc', 'resourc', 'fileresourc', 'buildexcept', 'buildexcept', 'buildexcept', 'buildexcept', 'buildexcept', 'buildexcept', 'resourc', 'boolean', 'haveentry', 'boolean', 'modeset', 'int', 'mode']"
ArchiveScanner.java,types,"['package', 'org', 'apache', 'tools', 'ant', 'typ', 'archivescanner', 'extends', 'directoryscann', 'resourc', 'treemap', 'treemap', 'treemap', 'treemap', 'fileresourc', 'fileresourceiter', 'fileresourceiter', 'resourc', 'resourc', 'resourc', 'resourc', 'resourc', 'treemap', 'treemap', 'treemap', 'treemap']"
AsiExtraField.java,zip,"['package', 'org', 'apache', 'tools', 'zip', 'asiextrafield', 'implements', 'zipextrafield', 'unixstat', 'clon', 'asiextrafield', 'zipshort', 'zipshort', 'zipshort', 'zipshort', 'crc32', 'zipshort', 'zipexcept', 'static', 'final', 'zipshort', 'int', 'mode', 'int', 'uid', 'int', 'gid', 'boolean', 'dirflag', 'crc32']"
Assertions.java,types,"['package', 'org', 'apache', 'tools', 'ant', 'typ', 'package', 'and', 'class', 'have', 'been', 'set', 'assertions', 'extends', 'datatype', 'implements', 'clon', 'baseassert', 'if', 'getpackagename', 'null', 'enabledassertion', 'extends', 'baseassert', 'disabledassertion', 'extends', 'baseassert', 'object', 'arraylist', 'buildexcept', 'buildexcept', 'stringbuff', 'arraylist']"
Attrib.java,optional,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'window', 'attrib', 'extends', 'executeon', 'attrib', 'fileset', 'buildexcept', 'buildexcept', 'buildexcept', 'buildexcept', 'buildexcept', 'buildexcept', 'buildexcept', 'static', 'final', 'str', 'boolean', 'haveattr']"
Available.java,taskdesf,"['package', 'org', 'apache', 'tools', 'ant', 'taskdef', 'available', 'extends', 'task', 'implements', 'condit', 'filedir', 'extends', 'enumeratedattribut', 'path', 'path', 'path', 'path', 'filedir', 'buildexcept', 'buildexcept', 'buildexcept', 'stringbuff', 'file', 'file', 'file', 'static', 'final', 'fileutil', 'file', 'path', 'filedir', 'path', 'antclassload', 'boolean', 'istask', 'boolean', 'ignoresystemclasses', 'boolean', 'searchparents', 'static', 'final', 'string']"
BCFileSet.java,types,"['package', 'org', 'apache', 'tools', 'ant', 'types', 'resourc', 'bcfileset', 'extends', 'fileset', 'bcfileset', 'bcfileset', 'iter', 'fileresourceiter']"
BUnzip2.java,taskdesf,"['package', 'org', 'apache', 'tools', 'ant', 'taskdef', 'bunzip2', 'extends', 'unpack', 'fileoutputstream', 'bufferedinputstream', 'buildexcept', 'buildexcept', 'cbzip2inputstream', 'buildexcept', 'static', 'final', 'str']"
BZip2.java,taskdesf,"['package', 'org', 'apache', 'tools', 'ant', 'taskdef', 'bzip2', 'extends', 'pack', 'bufferedoutputstream', 'fileoutputstream', 'cbzip2outputstream', 'buildexcept']"
BZip2Constants.java,bzip2,"['package', 'org', 'apache', 'tools', 'bzip2']"
BZip2Resource.java,types,"['package', 'org', 'apache', 'tools', 'ant', 'types', 'resourc', 'bzip2resource', 'extends', 'compressedresourc', 'bzip2resourc', 'bzip2resourc', 'ioexcept', 'cbzip2inputstream', 'cbzip2outputstream', 'static', 'final', 'char']"
Base64Converter.java,ant.util,"['package', 'org', 'apache', 'tools', 'ant', 'util', 'base64convert', 'static', 'final', 'char']"
BaseExtendSelector.java,types,"['package', 'org', 'apache', 'tools', 'ant', 'types', 'selector', 'baseextendselector']"
BaseResourceCollectionContainer.java,types,"['package', 'org', 'apache', 'tools', 'ant', 'types', 'resourc', 'synchron', 'synchron', 'synchron', 'synchron', 'synchron', 'synchron', 'synchron', 'object', 'synchron', 'arraylist', 'buildexcept', 'failfast', 'arraylist', 'buildexcept', 'stringbuff', 'list', 'collection', 'coll', 'boolean', 'cache']"
BaseResourceCollectionWrapper.java,types,"['package', 'org', 'apache', 'tools', 'ant', 'types', 'resourc', 'synchron', 'synchron', 'synchron', 'synchron', 'synchron', 'synchron', 'failfast', 'stringbuff', 'buildexcept', 'resourcecollect', 'collection', 'coll', 'boolean', 'cache']"
BaseSelector.java,types,"['package', 'org', 'apache', 'tools', 'ant', 'types', 'selector', 'baseselector', 'extends', 'datatype', 'implements', 'fileselector', 'baseselector', 'buildexcept', 'string', 'errmsg']"
BaseSelectorContainer.java,types,"['package', 'org', 'apache', 'tools', 'ant', 'types', 'selector', 'baseselectorcontain', 'fileselector', 'enumer', 'vector', 'stringbuff', 'buildexcept', 'vector']"
BaseTest.java,optional,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'junit', 'basetest', 'vector']"
Basename.java,taskdesf,"['package', 'org', 'apache', 'tools', 'ant', 'taskdef', 'basename', 'extends', 'task', 'buildexcept', 'buildexcept', 'file']"
BatchTest.java,optional,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'junit', 'batchtest', 'extends', 'basetest', 'batchtest', 'enumer', 'resourc', 'vector', 'junittest', 'project', 'resourc']"
BorlandDeploymentTool.java,optional,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'ejb', 'while', 'ithomes', 'hasnext', 'hashtabl', 'descriptorhandl', 'file', 'buildexcept', 'file', 'file', 'exectask', 'file', 'buildexcept', 'buildexcept', 'buildexcept', 'execut', 'commandlin', 'buildexcept', 'buildexcept', 'vector', 'bufferedread', 'inputstreamread', 'file', 'buildexcept', 'bufferedread', 'inputstreamread', 'boolean', 'java2iiopdebug', 'string', 'java2iioparams', 'boolean', 'generateclient', 'int', 'version', 'boolean', 'verify', 'string', 'hashtabl']"
BorlandGenerateClient.java,optional,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'ejb', 'borlandgenerateclient', 'extends', 'task', 'path', 'path', 'buildexcept', 'file', 'buildexcept', 'buildexcept', 'file', 'buildexcept', 'exectask', 'file', 'buildexcept', 'exectask', 'file', 'buildexcept']"
BriefJUnitResultFormatter.java,optional,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'junit', 'briefjunitresultformatter', 'implements', 'junitresultformatt', 'briefjunitresultformatt', 'stringwrit', 'printwrit', 'printwrit', 'stringbuff', 'stringbuff', 'outputstream', 'printwrit', 'stringwrit', 'printwrit', 'numberformat', 'string', 'systemoutput', 'string', 'systemerror']"
BuildEvent.java,ant,"['package', 'org', 'apache', 'tools', 'buildevent', 'extends', 'eventobject', 'buildev', 'buildev', 'buildev', 'project', 'target', 'task', 'throwabl', 'project', 'target', 'task', 'throwabl']"
BuildException.java,ant,"['package', 'org', 'apache', 'tools', 'buildexception', 'extends', 'runtimeexcept', 'buildexcept', 'buildexcept', 'buildexcept', 'buildexcept', 'buildexcept', 'buildexcept', 'buildexcept', 'throwabl', 'throwabl', 'locat', 'throwabl', 'locat']"
BuildListener.java,ant,"['package', 'org', 'apache', 'tools']"
BuildLogger.java,ant,"['package', 'org', 'apache', 'tools']"
BuildNumber.java,taskdesf,"['package', 'org', 'apache', 'tools', 'ant', 'taskdef', 'fileoutputstream', 'buildexcept', 'buildexcept', 'properti', 'fileinputstream', 'buildexcept', 'buildexcept', 'buildexcept', 'buildexcept', 'static', 'final', 'str', 'static', 'final', 'string', 'default_filename', 'static', 'final', 'fileutil', 'file']"
CBZip2InputStream.java,bzip2,"['package', 'org', 'apache', 'tools', 'bzip2', 'cbzip2inputstream', 'extends', 'inputstream', 'implements', 'bzip2const', 'data', 'extends', 'object', 'cbzip2inputstream', 'ioexcept', 'crc', 'ioexcept', 'indexoutofboundsexcept', 'indexoutofboundsexcept', 'indexoutofboundsexcept', 'ioexcept', 'illegalstateexcept', 'illegalstateexcept', 'illegalstateexcept', 'illegalstateexcept', 'ioexcept', 'ioexcept', 'ioexcept', 'data', 'ioexcept', 'ioexcept', 'ioexcept', 'ioexcept', 'ioexcept', 'ioexcept', 'ioexcept', 'ioexcept', 'ioexcept', 'ioexcept', 'int', 'int', 'final', 'crc', 'inputstream', 'static', 'final', 'int', 'eof', 'static', 'final', 'int', 'start_block_state', 'static', 'final', 'int', 'rand_part_a_state', 'static', 'final', 'int', 'rand_part_b_state', 'static', 'final', 'int', 'rand_part_c_state', 'static', 'final', 'int', 'no_rand_part_a_state', 'static', 'final', 'int', 'no_rand_part_b_state', 'static', 'final', 'int', 'no_rand_part_c_state', 'int', 'currentstate', 'int', 'storedblockcrc', 'int', 'computedblockcrc', 'cbzip2inputstream', 'data']"
CBZip2OutputStream.java,bzip2,"['package', 'org', 'apache', 'tools', 'bzip2', 'cbzip2outputstream', 'extends', 'outputstream', 'implements', 'bzip2const', 'data', 'extends', 'object', 'cbzip2outputstream', 'cbzip2outputstream', 'crc', 'illegalargumentexcept', 'illegalargumentexcept', 'ioexcept', 'data', 'indexoutofboundsexcept', 'indexoutofboundsexcept', 'indexoutofboundsexcept', 'ioexcept', 'static', 'final', 'int', 'final', 'int', 'final', 'crc', 'int', 'runlength', 'cbzip2outputstream', 'data', 'outputstream']"
CCCheckin.java,optional,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'clearcas', 'cccheckin', 'extends', 'clearcas', 'commandlin', 'buildexcept', 'string', 'mcomment', 'string', 'mcfile', 'boolean', 'mnwarn', 'boolean', 'mptime', 'boolean', 'mkeep', 'boolean', 'midentical']"
CCCheckout.java,optional,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'clearcas', 'cccheckout', 'extends', 'clearcas', 'commandlin', 'buildexcept', 'commandlin', 'boolean', 'mreserved', 'string', 'mout', 'boolean', 'mndata', 'string', 'mbranch', 'boolean', 'mversion', 'boolean', 'mnwarn', 'string', 'mcomment', 'string', 'mcfile', 'boolean', 'mnotco']"
CCLock.java,optional,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'clearcas', 'cclock', 'extends', 'clearcas', 'commandlin', 'buildexcept', 'buildexcept', 'boolean', 'mreplace', 'boolean', 'mobsolete', 'string', 'mcomment', 'string', 'mnusers', 'string', 'mpname', 'string', 'mobjselect']"
CCMCheck.java,optional,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'ccm', 'ccmcheck', 'extends', 'continuu', 'ccmcheck', 'file', 'vector', 'buildexcept', 'buildexcept', 'buildexcept', 'file', 'commandlin', 'buildexcept', 'file', 'file', 'string', 'comment', 'string', 'task']"
CCMCheckin.java,optional,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'ccm', 'ccmcheckin', 'extends', 'ccmcheck', 'ccmcheckin', 'date']"
CCMCheckinDefault.java,optional,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'ccm', 'ccmcheckindefault', 'extends', 'ccmcheck', 'ccmcheckindefault']"
CCMCheckout.java,optional,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'ccm', 'ccmcheckout', 'extends', 'ccmcheck', 'ccmcheckout']"
CCMCreateTask.java,optional,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'ccm', 'ccmcreatetask', 'extends', 'continuus', 'implements', 'executestreamhandl', 'ccmcreatetask', 'commandlin', 'buildexcept', 'commandlin', 'buildexcept', 'bufferedread', 'inputstreamread', 'bufferedread', 'inputstreamread', 'buildexcept', 'buildexcept', 'string', 'comment', 'string', 'platform', 'string', 'resolver', 'string', 'release', 'string', 'subsystem', 'string', 'task']"
CCMReconfigure.java,optional,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'ccm', 'ccmreconfigure', 'extends', 'continuu', 'ccmreconfigur', 'commandlin', 'buildexcept', 'string', 'ccmproject', 'boolean', 'recurse', 'boolean', 'verbose']"
CCMkattr.java,optional,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'clearcas', 'ccmkattr', 'extends', 'clearcas', 'commandlin', 'buildexcept', 'buildexcept', 'buildexcept', 'boolean', 'mreplace', 'boolean', 'mrecurse', 'string', 'mversion', 'string', 'mtypename', 'string', 'mtypevalue', 'string', 'mcomment', 'string', 'mcfile']"
CCMkbl.java,optional,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'clearcas', 'ccmkbl', 'extends', 'clearcas', 'commandlin', 'buildexcept', 'string', 'mcomment', 'string', 'mcfile', 'string', 'mbaselinerootname', 'boolean', 'mnwarn', 'boolean', 'midentical', 'boolean', 'mfull', 'boolean', 'mnlabel']"
CCMkdir.java,optional,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'clearcas', 'ccmkdir', 'extends', 'clearcas', 'commandlin', 'buildexcept', 'string', 'mcomment', 'string', 'mcfile', 'boolean', 'mnoco']"
CCMkelem.java,optional,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'clearcas', 'ccmkelem', 'extends', 'clearcas', 'commandlin', 'buildexcept', 'buildexcept', 'string', 'mcomment', 'string', 'mcfile', 'boolean', 'mnwarn', 'boolean', 'mptime', 'boolean', 'mnoco', 'boolean', 'mcheckin', 'boolean', 'mmaster', 'string', 'meltype']"
CCMklabel.java,optional,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'clearcas', 'ccmklabel', 'extends', 'clearcas', 'commandlin', 'buildexcept', 'buildexcept', 'boolean', 'mreplace', 'boolean', 'mrecurse', 'string', 'mversion', 'string', 'mtypename', 'string', 'mvob', 'string', 'mcomment', 'string', 'mcfile']"
CCMklbtype.java,optional,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'clearcas', 'ccmklbtype', 'extends', 'clearcas', 'commandlin', 'buildexcept', 'buildexcept', 'string', 'mtypename', 'string', 'mvob', 'string', 'mcomment', 'string', 'mcfile', 'boolean', 'mreplace', 'boolean', 'mglobal', 'boolean', 'mordinary', 'boolean', 'mpbranch', 'boolean', 'mshared']"
CCRmtype.java,optional,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'clearcas', 'ccrmtype', 'extends', 'clearcas', 'commandlin', 'buildexcept', 'buildexcept', 'buildexcept', 'string', 'mtypekind', 'string', 'mtypename', 'string', 'mvob', 'string', 'mcomment', 'string', 'mcfile', 'boolean', 'mrmall', 'boolean', 'mignore']"
CCUnCheckout.java,optional,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'clearcas', 'ccuncheckout', 'extends', 'clearcas', 'commandlin', 'buildexcept', 'boolean', 'mkeep']"
CCUnlock.java,optional,"['package', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'clearcas', 'ccunlock', 'extends', 'clearcas', 'commandlin', 'buildexcept', 'buildexcept', 'string', 'mcomment', 'string', 'mpname']"
